USERID	NAME	SURNAME	GENDER	RACE	AGE	PROVINCE	CHANNEL2	RECORDDATE	EMAIL	RECORDTIME	DURATION2	SOCIAL_MEDIA_HANDLE
809716	Rebecka?	Shkreli	female	coloured	41	Gauteng	Channel O	2016/02/11	Rebecka?231@yahoo.com	19:35:00.000	00:02:48.000	@Rebecka?23
940466	Stacy?	Arrieta	male	white	26	Limpopo	Cartoon Network	2016/01/20	Stacy?275@mailxyz.com	05:20:00.000	00:03:40.000	@Stacy?27
940466	Stacy?	Arrieta	male	white	26	Limpopo	Channel O	2016/01/18	Stacy?275@mailxyz.com	13:06:00.000	00:15:57.000	@Stacy?27
940466	Stacy?	Arrieta	male	white	26	Limpopo	Cartoon Network	2016/02/20	Stacy?275@mailxyz.com	16:51:00.000	00:00:03.000	@Stacy?27
940466	Stacy?	Arrieta	male	white	26	Limpopo	Africa Magic	2016/01/10	Stacy?275@mailxyz.com	07:34:00.000	00:01:15.000	@Stacy?27
1107565	Stephen?	Mccown	male	indian_asian	28	Mpumalanga	Channel O	2016/01/19	Stephen?151@yahoo.com	18:42:00.000	00:02:00.000	@Stephen?15
2426946	Bret?	Fudge	male	white	32	Mpumalanga	M-Net	2016/01/18	Bret?312@gmail.com	17:49:00.000	00:01:14.000	@Bret?31
809717	Valentine?	Sieren	male	black	28	Kwazulu Natal	Vuzu	2016/03/05	Valentine?475@mailxyz.com	21:12:00.000	00:00:50.000	@Valentine?47
809717	Valentine?	Sieren	male	black	28	Kwazulu Natal	M-Net	2016/03/06	Valentine?475@mailxyz.com	05:25:00.000	00:06:09.000	@Valentine?47
809717	Valentine?	Sieren	male	black	28	Kwazulu Natal	Vuzu	2016/03/06	Valentine?475@mailxyz.com	07:09:00.000	00:01:17.000	@Valentine?47
893233	Carter?	Tancredi	male	coloured	26	Northern Cape	Africa Magic	2016/03/30	Carter?34@abcmail.com	11:17:00.000	00:00:28.000	@Carter?3
893233	Carter?	Tancredi	male	coloured	26	Northern Cape	CNN	2016/02/04	Carter?34@abcmail.com	08:42:00.000	00:00:59.000	@Carter?3
893233	Carter?	Tancredi	male	coloured	26	Northern Cape	Channel O	2016/02/01	Carter?34@abcmail.com	20:10:00.000	00:10:33.000	@Carter?3
893233	Carter?	Tancredi	male	coloured	26	Northern Cape	Africa Magic	2016/02/28	Carter?34@abcmail.com	05:58:00.000	00:01:11.000	@Carter?3
804601	Dia?	Arrieta	female	white	25	Gauteng	Cartoon Network	2016/01/05	Dia?51@yahoo.com	21:33:00.000	00:00:06.000	@Dia?5
893615	Efren?	Styer	male	coloured	26	Western Cape	Cartoon Network	2016/01/10	Efren?132@gmail.com	04:43:00.000	00:02:11.000	@Efren?13
893233	Carter?	Tancredi	male	coloured	26	Northern Cape	SawSee	2016/02/18	Carter?34@abcmail.com	20:23:00.000	00:01:58.000	@Carter?3
33103	Kip?	Nicholls	male	coloured	26	Gauteng	E! Entertainment	2016/02/12	Kip?145@mailxyz.com	00:38:00.000	00:03:08.000	@Kip?14
869662	Eli?	Roquemore	male	white	21	Gauteng	ICC Cricket World Cup 2011	2016/03/22	Eli?295@mailxyz.com	18:50:00.000	00:00:00.000	@Eli?29
869662	Eli?	Roquemore	male	white	21	Gauteng	Cartoon Network	2016/03/05	Eli?295@mailxyz.com	17:30:00.000	00:09:18.000	@Eli?29
821285	Cody?	Shkreli	male	black	39	Western Cape	Vuzu	2016/03/06	Cody?122@gmail.com	09:20:00.000	00:00:03.000	@Cody?12
821285	Cody?	Shkreli	male	black	39	Western Cape	Africa Magic	2016/03/09	Cody?122@gmail.com	04:54:00.000	00:12:30.000	@Cody?12
809718	Desirae?	Luthy	female	black	17	Eastern Cape	Trace TV	2016/03/09	Desirae?402@gmail.com	18:00:00.000	00:09:21.000	@Desirae?40
809718	Desirae?	Luthy	female	black	17	Eastern Cape	Africa Magic	2016/03/14	Desirae?402@gmail.com	23:35:00.000	00:00:32.000	@Desirae?40
809718	Desirae?	Luthy	female	black	17	Eastern Cape	Channel O	2016/03/12	Desirae?402@gmail.com	12:18:00.000	00:04:21.000	@Desirae?40
809718	Desirae?	Luthy	female	black	17	Eastern Cape	Africa Magic	2016/03/12	Desirae?402@gmail.com	12:19:00.000	00:14:02.000	@Desirae?40
780021	Wilton?	Luthy	male	black	43	Mpumalanga	Cartoon Network	2016/03/16	Wilton?415@mailxyz.com	00:02:00.000	00:00:15.000	@Wilton?41
2000222	Michel?	Wigfall	male	black	35	Limpopo	SuperSport Blitz	2016/03/16	Michel?203@mail.com	00:14:00.000	00:04:14.000	@Michel?20
2000222	Michel?	Wigfall	male	black	35	Limpopo	Supersport Live Events	2016/03/24	Michel?203@mail.com	12:17:00.000	00:09:04.000	@Michel?20
794178	Kyle?	Hier	male	black	36	Northern Cape	Boomerang	2016/03/11	Kyle?62@gmail.com	16:58:00.000	00:01:18.000	@Kyle?6
821289	Cody?	Langenfeld	male	black	57	Western Cape	ICC Cricket World Cup 2011	2016/02/06	Cody?124@abcmail.com	06:56:00.000	00:03:10.000	@Cody?12
821289	Cody?	Langenfeld	male	black	57	Western Cape	Supersport Live Events	2016/02/06	Cody?124@abcmail.com	10:38:00.000	00:00:28.000	@Cody?12
821289	Cody?	Langenfeld	male	black	57	Western Cape	Vuzu	2016/02/06	Cody?124@abcmail.com	19:55:00.000	00:00:07.000	@Cody?12
723671	Jared?	Mcclaine	male	black	32	Gauteng	Supersport Live Events	2016/03/06	Jared?502@gmail.com	12:38:00.000	00:00:58.000	@Jared?50
866983	Chas?	Hoadley	male	indian_asian	23	Free State	ICC Cricket World Cup 2011	2016/02/12	Chas?353@mail.com	17:16:00.000	00:10:56.000	@Chas?35
866983	Chas?	Hoadley	male	indian_asian	23	Free State	ICC Cricket World Cup 2011	2016/03/06	Chas?353@mail.com	13:58:00.000	00:34:12.000	@Chas?35
794179	Brendan?	Reisinger	male	black	23	Eastern Cape	Africa Magic	2016/03/06	Brendan?451@yahoo.com	14:00:00.000	00:00:19.000	@Brendan?45
2415063	Loyd?	Borelli	male	indian_asian	22	Limpopo	Supersport Live Events	2016/03/27	Loyd?492@gmail.com	16:07:00.000	00:11:50.000	@Loyd?49
940469	Dee?	Mccollum	male	None	42	Gauteng	Supersport Live Events	2016/03/27	Dee?215@mailxyz.com	14:51:00.000	01:30:44.000	@Dee?21
940469	Dee?	Mccollum	male	None	42	Gauteng	ICC Cricket World Cup 2011	2016/02/05	Dee?215@mailxyz.com	15:17:00.000	00:00:46.000	@Dee?21
821290	Lesli?	Martello	female	indian_asian	33	Kwazulu Natal	E! Entertainment	2016/03/24	Lesli?461@yahoo.com	10:46:00.000	00:13:24.000	@Lesli?46
772528	Briana?	Caves	female	black	32	Mpumalanga	Supersport Live Events	2016/02/06	Briana?152@gmail.com	16:10:00.000	00:03:10.000	@Briana?15
772528	Briana?	Caves	female	black	32	Mpumalanga	DStv Events 1	2016/02/06	Briana?152@gmail.com	16:18:00.000	00:02:35.000	@Briana?15
772528	Briana?	Caves	female	black	32	Mpumalanga	Channel O	2016/03/27	Briana?152@gmail.com	16:58:00.000	00:09:00.000	@Briana?15
772528	Briana?	Caves	female	black	32	Mpumalanga	M-Net	2016/03/26	Briana?152@gmail.com	17:00:00.000	00:05:22.000	@Briana?15
120169	Katharina?	Condie	female	black	30	Gauteng	Africa Magic	2016/03/20	Katharina?215@mailxyz.com	20:18:00.000	00:00:00.000	@Katharina?21
120169	Katharina?	Condie	female	black	30	Gauteng	Africa Magic	2016/03/26	Katharina?215@mailxyz.com	10:25:00.000	00:01:58.000	@Katharina?21
183982	Bess?	Jacox	female	black	27	Gauteng	Africa Magic	2016/01/11	Bess?151@yahoo.com	20:08:00.000	00:00:29.000	@Bess?15
824262	Claud?	Arrieta	male	black	47	Gauteng	Supersport Live Events	2016/01/31	Claud?343@mail.com	22:06:00.000	00:00:00.000	@Claud?34
809723	Haywood?	Slane	male	black	27	Gauteng	SawSee	2016/02/03	Haywood?95@mailxyz.com	13:31:00.000	00:00:00.000	@Haywood?9
809723	Haywood?	Slane	male	black	27	Gauteng	Boomerang	2016/01/18	Haywood?95@mailxyz.com	15:04:00.000	00:06:15.000	@Haywood?9
772529	Kip?	Paradis	male	black	27	Gauteng	Supersport Live Events	2016/03/24	Kip?144@abcmail.com	12:31:00.000	00:00:54.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	Cartoon Network	2016/02/18	Kip?144@abcmail.com	10:25:00.000	00:00:47.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	Supersport Live Events	2016/01/04	Kip?144@abcmail.com	16:11:00.000	00:00:50.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	Cartoon Network	2016/03/14	Kip?144@abcmail.com	07:08:00.000	00:01:15.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	E! Entertainment	2016/03/07	Kip?144@abcmail.com	14:45:00.000	00:05:48.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	Supersport Live Events	2016/02/24	Kip?144@abcmail.com	15:57:00.000	00:50:58.000	@Kip?14
772529	Kip?	Paradis	male	black	27	Gauteng	Supersport Live Events	2016/02/25	Kip?144@abcmail.com	21:13:00.000	00:00:24.000	@Kip?14
894658	Kyle?	Caves	male	indian_asian	30	Gauteng	Supersport Live Events	2016/03/26	Kyle?63@mail.com	13:50:00.000	00:05:06.000	@Kyle?6
809726	Efren?	Martello	male	indian_asian	31	Limpopo	Supersport Live Events	2016/03/21	Efren?133@mail.com	12:34:00.000	00:01:04.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	Boomerang	2016/03/26	Efren?133@mail.com	22:02:00.000	00:03:52.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	Africa Magic	2016/03/26	Efren?133@mail.com	20:09:00.000	00:00:14.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	Trace TV	2016/01/02	Efren?133@mail.com	09:49:00.000	00:00:48.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	SuperSport Blitz	2016/03/05	Efren?133@mail.com	12:57:00.000	00:01:32.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	CNN	2016/03/06	Efren?133@mail.com	09:33:00.000	00:00:18.000	@Efren?13
809726	Efren?	Martello	male	indian_asian	31	Limpopo	CNN	2016/03/06	Efren?133@mail.com	08:32:00.000	00:02:52.000	@Efren?13
2421483	Raymundo?	Langenfeld	male	coloured	36	Western Cape	Supersport Live Events	2016/01/02	Raymundo?434@abcmail.com	12:42:00.000	00:03:02.000	@Raymundo?43
2421483	Raymundo?	Langenfeld	male	coloured	36	Western Cape	Channel O	2016/01/30	Raymundo?434@abcmail.com	14:11:00.000	00:01:39.000	@Raymundo?43
2421483	Raymundo?	Langenfeld	male	coloured	36	Western Cape	Supersport Live Events	2016/01/01	Raymundo?434@abcmail.com	11:25:00.000	00:00:28.000	@Raymundo?43
2421483	Raymundo?	Langenfeld	male	coloured	36	Western Cape	ICC Cricket World Cup 2011	2016/01/08	Raymundo?434@abcmail.com	14:50:00.000	00:03:20.000	@Raymundo?43
870104	Filiberto?	Paradis	male	indian_asian	26	Gauteng	Cartoon Network	2016/01/01	Filiberto?41@yahoo.com	02:37:00.000	00:00:10.000	@Filiberto?4
772532	Filiberto?	Borelli	male	coloured	27	Western Cape	Supersport Live Events	2016/02/12	Filiberto?41@yahoo.com	16:51:00.000	01:00:10.000	@Filiberto?4
772532	Filiberto?	Borelli	male	coloured	27	Western Cape	SuperSport Blitz	2016/03/01	Filiberto?41@yahoo.com	00:30:00.000	00:18:46.000	@Filiberto?4
772532	Filiberto?	Borelli	male	coloured	27	Western Cape	SuperSport Blitz	2016/01/01	Filiberto?41@yahoo.com	14:32:00.000	00:05:24.000	@Filiberto?4
772532	Filiberto?	Borelli	male	coloured	27	Western Cape	Boomerang	2016/01/13	Filiberto?41@yahoo.com	14:27:00.000	00:02:24.000	@Filiberto?4
809727	Bernardo?	Pilot	male	indian_asian	26	Limpopo	ICC Cricket World Cup 2011	2016/03/14	Bernardo?325@mailxyz.com	07:40:00.000	00:10:24.000	@Bernardo?32
809727	Bernardo?	Pilot	male	indian_asian	26	Limpopo	SuperSport Blitz	2016/03/08	Bernardo?325@mailxyz.com	21:04:00.000	00:01:10.000	@Bernardo?32
786741	Iva?	Styer	female	black	39	Free State	Africa Magic	2016/03/06	Iva?271@yahoo.com	09:48:00.000	00:00:06.000	@Iva?27
786741	Iva?	Styer	female	black	39	Free State	SawSee	2016/03/19	Iva?271@yahoo.com	02:07:00.000	00:00:28.000	@Iva?27
809731	Donald?	Arrieta	male	black	43	Eastern Cape	Africa Magic	2016/03/20	Donald?221@yahoo.com	14:34:00.000	00:00:03.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	Supersport Live Events	2016/03/20	Donald?221@yahoo.com	15:36:00.000	00:00:00.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	Supersport Live Events	2016/03/22	Donald?221@yahoo.com	16:45:00.000	00:17:10.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	SawSee	2016/03/18	Donald?221@yahoo.com	20:38:00.000	00:00:15.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	SuperSport Blitz	2016/03/18	Donald?221@yahoo.com	08:19:00.000	00:09:18.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	Trace TV	2016/03/18	Donald?221@yahoo.com	20:05:00.000	00:00:33.000	@Donald?22
809731	Donald?	Arrieta	male	black	43	Eastern Cape	Africa Magic	2016/03/20	Donald?221@yahoo.com	12:27:00.000	00:00:54.000	@Donald?22
796527	Stacy?	Marek	male	black	32	Gauteng	E! Entertainment	2016/03/28	Stacy?275@mailxyz.com	13:33:00.000	00:00:00.000	@Stacy?27
940476	Brendan?	Mccollum	male	black	40	Mpumalanga	SuperSport Blitz	2016/03/28	Brendan?454@abcmail.com	13:46:00.000	00:16:32.000	@Brendan?45
940476	Brendan?	Mccollum	male	black	40	Mpumalanga	SuperSport Blitz	2016/03/25	Brendan?454@abcmail.com	04:46:00.000	00:21:38.000	@Brendan?45
940476	Brendan?	Mccollum	male	black	40	Mpumalanga	Cartoon Network	2016/03/25	Brendan?454@abcmail.com	04:26:00.000	00:00:00.000	@Brendan?45
804277	Irving?	Marek	male	black	27	Gauteng	Channel O	2016/03/29	Irving?51@yahoo.com	09:28:00.000	00:05:48.000	@Irving?5
804277	Irving?	Marek	male	black	27	Gauteng	E! Entertainment	2016/03/21	Irving?51@yahoo.com	16:36:00.000	00:00:54.000	@Irving?5
809733	Bernardo?	Deblois	male	black	38	Gauteng	Supersport Live Events	2016/03/17	Bernardo?322@gmail.com	22:32:00.000	00:04:02.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	Supersport Live Events	2016/03/30	Bernardo?322@gmail.com	08:47:00.000	00:00:28.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	Supersport Live Events	2016/03/01	Bernardo?322@gmail.com	19:19:00.000	00:01:22.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	DStv Events 1	2016/01/08	Bernardo?322@gmail.com	17:03:00.000	00:00:00.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	Africa Magic	2016/03/01	Bernardo?322@gmail.com	15:04:00.000	00:00:19.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	Vuzu	2016/03/01	Bernardo?322@gmail.com	14:59:00.000	00:00:04.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	SuperSport Blitz	2016/03/02	Bernardo?322@gmail.com	19:29:00.000	00:03:04.000	@Bernardo?32
809733	Bernardo?	Deblois	male	black	38	Gauteng	M-Net	2016/03/02	Bernardo?322@gmail.com	19:33:00.000	00:04:13.000	@Bernardo?32
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	E! Entertainment	2016/03/23	Efren?135@mailxyz.com	19:06:00.000	00:00:52.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	M-Net	2016/01/26	Efren?135@mailxyz.com	07:40:00.000	00:00:26.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Channel O	2016/02/11	Efren?135@mailxyz.com	05:04:00.000	00:00:42.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Channel O	2016/02/18	Efren?135@mailxyz.com	03:26:00.000	00:02:00.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Africa Magic	2016/02/18	Efren?135@mailxyz.com	13:46:00.000	00:00:17.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Africa Magic	2016/02/24	Efren?135@mailxyz.com	09:36:00.000	00:00:22.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Channel O	2016/03/18	Efren?135@mailxyz.com	11:42:00.000	00:00:06.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Channel O	2016/03/18	Efren?135@mailxyz.com	11:55:00.000	00:01:21.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Channel O	2016/02/10	Efren?135@mailxyz.com	19:46:00.000	00:04:00.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Africa Magic	2016/03/20	Efren?135@mailxyz.com	15:49:00.000	00:00:48.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Supersport Live Events	2016/02/23	Efren?135@mailxyz.com	11:18:00.000	00:01:26.000	@Efren?13
2287668	Efren?	Slane	male	black	33	Kwazulu Natal	Trace TV	2016/02/13	Efren?135@mailxyz.com	01:05:00.000	00:26:03.000	@Efren?13
794190	Dee?	Mccown	male	white	29	Mpumalanga	Cartoon Network	2016/02/14	Dee?215@mailxyz.com	12:01:00.000	00:03:55.000	@Dee?21
918641	Robby?	Fudge	male	indian_asian	22	Gauteng	ICC Cricket World Cup 2011	2016/02/10	Robby?165@mailxyz.com	14:07:00.000	00:10:00.000	@Robby?16
925280	Shane?	Woolard	male	indian_asian	24	Limpopo	ICC Cricket World Cup 2011	2016/03/23	Shane?23@mail.com	17:33:00.000	00:00:22.000	@Shane?2
925280	Shane?	Woolard	male	indian_asian	24	Limpopo	ICC Cricket World Cup 2011	2016/01/11	Shane?23@mail.com	16:06:00.000	00:08:46.000	@Shane?2
809737	Irving?	Marek	male	black	39	Eastern Cape	Channel O	2016/01/11	Irving?52@gmail.com	15:33:00.000	00:10:54.000	@Irving?5
809737	Irving?	Marek	male	black	39	Eastern Cape	CNN	2016/03/05	Irving?52@gmail.com	17:29:00.000	00:01:23.000	@Irving?5
809737	Irving?	Marek	male	black	39	Eastern Cape	Channel O	2016/03/20	Irving?52@gmail.com	17:58:00.000	00:03:36.000	@Irving?5
2421492	Cody?	Mina	male	black	23	Gauteng	Channel O	2016/02/27	Cody?121@yahoo.com	12:54:00.000	00:04:06.000	@Cody?12
2190330	Lucas?	Styer	male	black	23	Mpumalanga	Boomerang	2016/02/27	Lucas?235@mailxyz.com	13:14:00.000	00:00:32.000	@Lucas?23
2190330	Lucas?	Styer	male	black	23	Mpumalanga	Channel O	2016/02/27	Lucas?235@mailxyz.com	16:06:00.000	00:08:42.000	@Lucas?23
2190330	Lucas?	Styer	male	black	23	Mpumalanga	Trace TV	2016/03/03	Lucas?235@mailxyz.com	06:11:00.000	00:08:54.000	@Lucas?23
2190330	Lucas?	Styer	male	black	23	Mpumalanga	Cartoon Network	2016/01/01	Lucas?235@mailxyz.com	06:59:00.000	00:02:55.000	@Lucas?23
2190330	Lucas?	Styer	male	black	23	Mpumalanga	Boomerang	2016/01/01	Lucas?235@mailxyz.com	07:02:00.000	00:01:05.000	@Lucas?23
802776	Filiberto?	Hier	male	black	26	Free State	DStv Events 1	2016/01/01	Filiberto?44@abcmail.com	17:29:00.000	00:01:30.000	@Filiberto?4
611188	Lucas?	Mccollum	male	black	32	Gauteng	Channel O	2016/03/23	Lucas?231@yahoo.com	11:09:00.000	00:01:09.000	@Lucas?23
611188	Lucas?	Mccollum	male	black	32	Gauteng	Trace TV	2016/02/06	Lucas?231@yahoo.com	19:26:00.000	00:01:00.000	@Lucas?23
611188	Lucas?	Mccollum	male	black	32	Gauteng	Channel O	2016/02/27	Lucas?231@yahoo.com	09:32:00.000	00:04:27.000	@Lucas?23
2091260	Bernardo?	Mcculloch	male	black	35	Gauteng	Channel O	2016/03/07	Bernardo?325@mailxyz.com	03:54:00.000	00:03:06.000	@Bernardo?32
2091260	Bernardo?	Mcculloch	male	black	35	Gauteng	Channel O	2016/03/01	Bernardo?325@mailxyz.com	06:27:00.000	00:00:18.000	@Bernardo?32
2091260	Bernardo?	Mcculloch	male	black	35	Gauteng	SawSee	2016/01/15	Bernardo?325@mailxyz.com	16:12:00.000	00:00:00.000	@Bernardo?32
809739	Stefan?	Mosser	male	black	40	Eastern Cape	Africa Magic	2016/03/30	Stefan?464@abcmail.com	05:53:00.000	00:01:03.000	@Stefan?46
809739	Stefan?	Mosser	male	black	40	Eastern Cape	Channel O	2016/03/12	Stefan?464@abcmail.com	20:45:00.000	00:28:57.000	@Stefan?46
809739	Stefan?	Mosser	male	black	40	Eastern Cape	Channel O	2016/03/30	Stefan?464@abcmail.com	11:56:00.000	00:05:57.000	@Stefan?46
809739	Stefan?	Mosser	male	black	40	Eastern Cape	Trace TV	2016/02/20	Stefan?464@abcmail.com	06:53:00.000	00:00:12.000	@Stefan?46
483783	None	None	None	None	0	None	Boomerang	2016/02/15	Luanna?12@gmail.com	17:52:00.000	00:00:00.000	None
483783	None	None	None	None	0	None	Channel O	2016/03/02	Luanna?12@gmail.com	10:21:00.000	00:29:36.000	None
483783	None	None	None	None	0	None	Trace TV	2016/02/14	Luanna?12@gmail.com	07:56:00.000	00:01:00.000	None
780037	None	None	None	None	0	None	Break in transmission	2016/03/09	Iva?95@mailxyz.com	08:24:00.000	00:00:34.000	None
780037	None	None	None	None	0	None	SawSee	2016/02/13	Iva?95@mailxyz.com	19:58:00.000	00:02:06.000	None
780037	None	None	None	None	0	None	Channel O	2016/01/22	Iva?95@mailxyz.com	16:30:00.000	00:01:48.000	None
809741	Kip?	Lavoie	male	black	27	Mpumalanga	CNN	2016/02/18	Kip?141@yahoo.com	13:25:00.000	00:00:12.000	@Kip?14
809741	Kip?	Lavoie	male	black	27	Mpumalanga	Channel O	2016/02/18	Kip?141@yahoo.com	13:02:00.000	00:02:51.000	@Kip?14
809741	Kip?	Lavoie	male	black	27	Mpumalanga	Channel O	2016/02/18	Kip?141@yahoo.com	05:57:00.000	00:09:03.000	@Kip?14
809741	Kip?	Lavoie	male	black	27	Mpumalanga	Cartoon Network	2016/02/20	Kip?141@yahoo.com	14:29:00.000	00:00:21.000	@Kip?14
821309	Randy?	Mcclaine	male	black	22	Gauteng	Vuzu	2016/03/03	Randy?392@gmail.com	18:08:00.000	00:00:28.000	@Randy?39
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	ICC Cricket World Cup 2011	2016/02/18	Chas?354@abcmail.com	04:24:00.000	00:00:00.000	@Chas?35
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	ICC Cricket World Cup 2011	2016/02/18	Chas?354@abcmail.com	07:37:00.000	00:00:50.000	@Chas?35
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	ICC Cricket World Cup 2011	2016/02/18	Chas?354@abcmail.com	14:49:00.000	00:00:00.000	@Chas?35
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	ICC Cricket World Cup 2011	2016/03/06	Chas?354@abcmail.com	14:41:00.000	00:00:00.000	@Chas?35
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	Supersport Live Events	2016/03/03	Chas?354@abcmail.com	04:23:00.000	00:00:44.000	@Chas?35
809744	Chas?	Creager	male	indian_asian	29	Kwazulu Natal	Cartoon Network	2016/03/27	Chas?354@abcmail.com	10:37:00.000	00:00:00.000	@Chas?35
821312	Abel?	Vital	male	white	35	Gauteng	ICC Cricket World Cup 2011	2016/03/21	Abel?182@gmail.com	07:49:00.000	00:02:34.000	@Abel?18
821313	Eli?	Nicholls	male	black	28	Mpumalanga	Africa Magic	2016/03/30	Eli?293@mail.com	08:40:00.000	00:00:42.000	@Eli?29
930873	Donald?	Roquemore	male	indian_asian	28	Kwazulu Natal	ICC Cricket World Cup 2011	2016/02/06	Donald?222@gmail.com	11:10:00.000	00:01:20.000	@Donald?22
549969	Stacy?	Pool	male	indian_asian	21	Mpumalanga	Supersport Live Events	2016/03/06	Stacy?272@gmail.com	21:22:00.000	01:00:02.000	@Stacy?27
549969	Stacy?	Pool	male	indian_asian	21	Mpumalanga	ICC Cricket World Cup 2011	2016/03/28	Stacy?272@gmail.com	20:22:00.000	00:00:36.000	@Stacy?27
549969	Stacy?	Pool	male	indian_asian	21	Mpumalanga	Supersport Live Events	2016/03/24	Stacy?272@gmail.com	22:59:00.000	00:00:50.000	@Stacy?27
220052	Emilie?	Deblois	female	white	22	Northern Cape	Boomerang	2016/03/26	Emilie?444@abcmail.com	13:21:00.000	00:16:44.000	@Emilie?44
804289	Chas?	Mccollum	male	black	31	Mpumalanga	SawSee	2016/03/03	Chas?351@yahoo.com	11:22:00.000	00:00:00.000	@Chas?35
804289	Chas?	Mccollum	male	black	31	Mpumalanga	Africa Magic	2016/03/08	Chas?351@yahoo.com	17:51:00.000	00:05:39.000	@Chas?35
804289	Chas?	Mccollum	male	black	31	Mpumalanga	Channel O	2016/03/15	Chas?351@yahoo.com	22:32:00.000	00:29:12.000	@Chas?35
893256	Roxane?	Lavoie	female	black	37	Gauteng	Africa Magic	2016/01/08	Roxane?193@mail.com	21:02:00.000	00:01:11.000	@Roxane?19
821317	Chas?	Bilyeu	male	white	42	Kwazulu Natal	SawSee	2016/01/08	Chas?354@abcmail.com	21:13:00.000	00:02:53.000	@Chas?35
786757	Eli?	Mcclaine	male	black	35	Northern Cape	Africa Magic	2016/03/28	Eli?292@gmail.com	06:07:00.000	00:01:45.000	@Eli?29
940485	Randy?	Martello	male	indian_asian	27	Kwazulu Natal	Channel O	2016/03/27	Randy?393@mail.com	05:10:00.000	00:47:33.000	@Randy?39
832560	Charlie?	Biggers	male	black	32	Gauteng	ICC Cricket World Cup 2011	2016/02/05	Charlie?362@gmail.com	10:14:00.000	00:00:28.000	@Charlie?36
809752	Markus?	Wigfall	male	black	31	Western Cape	M-Net	2016/02/26	Markus?194@abcmail.com	13:14:00.000	00:00:36.000	@Markus?19
772551	Hyman?	Mcculloch	male	other	51	Western Cape	Cartoon Network	2016/02/15	Hyman?82@gmail.com	05:24:00.000	00:00:22.000	@Hyman?8
780045	Kip?	Langenfeld	male	white	29	Kwazulu Natal	Boomerang	2016/02/24	Kip?142@gmail.com	09:54:00.000	00:00:13.000	@Kip?14
2287689	Romeo?	Zweifel	male	black	33	Mpumalanga	Channel O	2016/01/12	Romeo?371@yahoo.com	15:23:00.000	00:08:30.000	@Romeo?37
2287689	Romeo?	Zweifel	male	black	33	Mpumalanga	Africa Magic	2016/01/28	Romeo?371@yahoo.com	09:45:00.000	00:00:12.000	@Romeo?37
780046	Claud?	Singer	male	black	29	Gauteng	Africa Magic	2016/01/03	Claud?345@mailxyz.com	14:58:00.000	00:05:00.000	@Claud?34
780046	Claud?	Singer	male	black	29	Gauteng	Africa Magic	2016/01/21	Claud?345@mailxyz.com	17:19:00.000	00:00:05.000	@Claud?34
2204240	Claud?	Roquemore	male	coloured	34	Western Cape	SuperSport Blitz	2016/02/03	Claud?343@mail.com	12:04:00.000	00:00:00.000	@Claud?34
